763|Improving the livelihood of farmers through provision of water harvesting techniques|Baluchistan also known as the'fruit basket' ofPakistan is the largest province of Pakistan. It constitutes 44% of total area with the population of 5.7%. The province is mostly composed of barren, rugged mountains and fertile, but dry, land. Subsistence of local population mostly depends upon cultivation mostly supported by rain, rivers, artificial irrigation system, qanats and gabarbands. Climate ranges from moderate to harsh. Natural resources in the area are scarce, with the limited availability of water and arid to semi-arid land. Environmental condition is in degraded form due to the combined factors of deforestation, soil erosion, desertification and poor water shed management. Due to the water storage or scarcity, only 2.07 million hectare out of 19.4 million hectare is being cultivated. Agriculture sector is the largest user of water using around 80 percent of fresh water (GoB, 2004). The depleting water basins, insufficient water use and declining groundwater is posing serious threat to the livelihood of farmers and vulnerable of the area. People in the region mostly depend upon livestock, agriculture and juniper forest.|July 14, 2013|Muhammad yaqoob kakar|Anjuman Itehad Nojawanan Moheb-E-Watan|http://www.hcdconnect.org/profiles/muhammad yaqoob-kakar/|Bangladesh|Agriculture
764|Field Research Lesson 1: Target Population|I came to Liberia without knowing who I was working for... until I stumbled upon a farm.|July 14, 2013|Adam Dunn|North Carolina State University|http://www.hcdconnect.org/profiles/adam-dunn/|Liberia|Water;Community Development;Health;Agriculture
765|Permaculture for Social Good|Building a environmentally responsible facility that will house widows and orphaned girls in a sustainable setting.|July 14, 2013|Joshua Victor|MUYARCHI|http://www.hcdconnect.org/profiles/joshua-victor/|Mumbai, Maharashtra, India|Environment;Energy;Agriculture
766|A new journey begins: enabling sustainable produce farming in central Peru|&#13;|July 14, 2013|Pedro Cubillo|Dilenio Ltd.|http://www.hcdconnect.org/profiles/pedro-cubillo/|Sao Paulo - So Paulo, Brazil|Water;Agriculture
767|Field Research Lesson 2: Unused Pumps|Why pumps go unused in rural farming communities.|July 14, 2013|Adam Dunn|North Carolina State University|http://www.hcdconnect.org/profiles/adam-dunn/|Liberia|Water;Agriculture;Health;Community Development
768|Field Research Lesson 3: The 5-Gallon Container|The bucket dilemma and an unusual inspiration|July 14, 2013|Adam Dunn|North Carolina State University|http://www.hcdconnect.org/profiles/adam-dunn/|Liberia|Water;Agriculture;Health;Community Development
769|No Wash No Odor - Microbial Based Piggery: An approach for poverty reduction and food security.|"&#13;
&#13;"|July 14, 2013|JULIET UY|Reproductive and Child Health Alliance|http://www.hcdconnect.org/profiles/juliet-uy/|Hanoi, Vietnam|Community Development
770|Provision of micro-loans to increase productivity for young rural smallholder farmers|We aim at providing marginalised rural based young farmers with loans to purchase equipment and seedlings to improve productivity on thier farms/plots.|July 14, 2013|Hillary Musarurwa|Practical Empowerment &amp; Networking Youth Association (PENYA)|http://www.hcdconnect.org/profiles/hillary-musarurwa/|Gauteng, South Africa|Environment;Community Development;Agriculture;Financial Services
771|Innovative Rice Hull Rocket Stove saves hidden cost of fuel energy for Cambodian poor families.|&#13;|July 14, 2013|melvin melgazo|Reproductive and Child Health Alliance (RACHA)|http://www.hcdconnect.org/profiles/melvin-melgazo/|Turkey|Environment;Community Development;Energy;Agriculture;Health
772|Toilets for People - Origin|When the planned parts for Jason's EWB group's toilet installation project didn't arrive, he improvised with a design using local inexpensive local materials but inspired by his high-quality composting toilet back home in Vermont.|July 14, 2013|Nico Kagedan|Reproductive and Child Health Alliance (RACHA)|http://www.hcdconnect.org/profiles/nico-kagedan/|Berkeley, CA|Water;Environment;Health;Agriculture
773|Permaculture, Prosumers and the Internet|For a sustainable society we need to shift from a consumer society to a producer society. We like to call it, a prosumer society|July 14, 2013|Ubr Local|UbrLocal|http://www.hcdconnect.org/profiles/ubr-local/|Berkeley, CA|Community Development;Education;Agriculture
774|Youth Initiative to transform Haitian agriculture|Create an environmentaly friendly center for agriculture focused on empowering farmers to transform organic materials into fertilizer and create natural pesticides.|July 14, 2013|Madalina Bouros|CES|http://www.hcdconnect.org/profiles/madalina-bouros/|Berkeley, CA|Education;Agriculture
775|Agricultural input facing the Poverty|Democratic Republic of the Congos government policy for promotes and supports farmers is really obsolete. However, the country faces high rural populations poverty who are also agricultural populations in the country. At present, more than 85% of agricultural and food products are imported from outside (Asia and some African countries). Something which implies that these commodities and agricultural products have a very high price relative to the purchasing power of people who in most of cases 80% have incomes under $ 2 per day.However, the Democratic Republic of Congo is one of the few countries in the world where it is possible to grow more than 8 months on a year, because it rains almost over 8 of the 12 months in a year. So with a good strategy of incentives and promotion of agriculture, population poverty can be very few.|July 14, 2013|FELI ESAU|RCP Network and OLEDD/NGO|http://www.hcdconnect.org/profiles/fox-ubebu/|Gauteng, South Africa|Environment;Gender Equity;Energy;Water;Community Development;Health;Financial Services;Education;Agriculture
776|Pilot/Delivery|After an initial pilot run of an online store of uber local products made or grown within the city of Seattle, we launch a peer-to-peer marketplace where neighbors can post food related products.|July 14, 2013|Ubr Local|UbrLocal|http://www.hcdconnect.org/profiles/ubr-local/|Berkeley, CA|Community Development;Education;Agriculture
777|Agriculture in Bosnia and Herzegovina|Bosnia and Herzegovina is a country that has a lot of forests, water and fertile land. With Voima project we want to process at least some part|July 14, 2013|Duran Mrni|UbrLocal|http://www.hcdconnect.org/profiles/duran-mrni/|Wolverton, United Kingdom|Community Development;Agriculture
778|Designing collaborative framework for NGOs|There are several millions of NGOs operating around our planet. Milliards of lessons they could learn from each other. Billiards of signs of support they could show and times to joint hands to be stronger as a whole than sum of parts.|July 14, 2013|Leyla Nasib|UbrLocal|http://www.hcdconnect.org/profiles/leyla-nasibova/|Gauteng, South Africa|Community Development;Education;Agriculture
779|Small farmers Goods Bank|Many studies demonstrated that agriculture knowledge and technology and public services are of key importance to support rural livelihoods, particularly in the face of environmental, climatic, and market changes that require new solutions and adaptation. It is estimated that nearly 90 percent of the population in the Republic of South Sudan live in rural areas, and their livelihoods depend on subsistence farming, pastoralism, forestry, and artisanal fishing  all of which can be subsumed under the term agriculture. And majority of these communities do not have access to farming technologies, knowledge and improved seeds etc, primarily these could be attributed to the effects of more than 21 years of civil war.|July 14, 2013|sharon Edea|UbrLocal|http://www.hcdconnect.org/profiles/sharon-edea/|Berkeley, CA|Environment;Water;Community Development;Gender Equity;Education;Agriculture
780|Drying fishes hygienically using low-cost solar drying technology|"&#13;
&#13;
&#13;"|July 14, 2013|Norberto Estepa|UbrLocal|http://www.hcdconnect.org/profiles/norberto-estepa-0/|Turkey|Environment;Community Development;Energy;Agriculture;Health
781|The Rural Metropolis : Bridging the Urban-Rural Divide in Beijing|The Rural Metropolis is a project to create an infrastructure of mobile community centers in Beijings constantly changing urban villages (chengzhongcun, literally villages in the city) which are highly segregated, temporary migrant settlements, supporting informal economies, rural livelihoods and re-transitions from the city to the countryside, understanding that addressing agricultural development means bridging the urban-rural divide and fostering connections from the city to the country.|July 14, 2013|Xiaowei Wang|Harvard Graduate School of Design|http://www.hcdconnect.org/profiles/xiaowei-wang/|Hanoi, Vietnam|Environment;Community Development;Education;Agriculture
782|Agricultural|D|July 14, 2013|FELI ESAU|RCP Network and OLEDD/NGO|http://www.hcdconnect.org/profiles/fox-ubebu/|Gauteng, South Africa|Financial Services
783|Human-centered design mobile app; Case of Mobile Agribiz, an application that supports  farming activities in CONGO|Mobile Agribiz, is a SMS and web application developed on human-centered design to support farmers activities in the democratic republic of Congo.|July 14, 2013|Narcisse Mbunzama|Mobile Agribusiness|http://www.hcdconnect.org/profiles/narcisse-mbunzama/|Gauteng, South Africa|Agriculture
784|Innovative Livelihood System for Subsistence Rural Farmers|Developing integrated livelihood system for Subsistence Rural Farmers in Chin Hills of Myanmar by introducing innovative techniques and approaches in food production, food processing, and household energy.|July 14, 2013|Cin Khan En Do Pau|Center for Resources Mobilization (CRM)|http://www.hcdconnect.org/profiles/cin khan-en do pau/|Hanoi, Vietnam|Gender Equity;Energy;Agriculture;Community Development
785|food security organic gardens|Coconut Water supports vulnerebale families through education|July 14, 2013|Cogne|Coconut Water Foundation|http://www.hcdconnect.org/profiles/cogne/|Hanoi, Vietnam|Environment;Community Development;Education;Agriculture
786|_Draft|_Draft|July 14, 2013|Ubr Local|UbrLocal|http://www.hcdconnect.org/profiles/ubr-local/|Berkeley, CA|Education;Agriculture
787|Enhancing community livelihoods in Mariashoni location|The project seeks to empower the ogiek community to diversify their incomes and improve on their livelihoods through pyrethrum cultivation|July 14, 2013|Martin Kiptiony|UbrLocal|http://www.hcdconnect.org/profiles/martin-kiptiony/|Gauteng, South Africa|Environment;Community Development;Agriculture
788|Enhancing livelihood in rural Nepal through neglected indigenous food -- Gundruk|This project will promote the indigenous food 'Gundruk' and uplift the local people of Bhatte from poverty line, at the same time.|July 14, 2013|Ankit Adhikari|The Kathmandu Post|http://www.hcdconnect.org/profiles/ankit-adhikari/|Hanoi, Vietnam|Environment;Community Development;Agriculture
